SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC1=CC=C(C=C1[C@H](C)O)C(=C)C=C;3/000000213;InChI=1S/C12H14O2/c1-4-8(2)10-5-6-12(14)11(7-10)9(3)13/h4-7,9,13-14H,1-2H2,3H3/t9-/m0/s1;C12H14O2;190;2.28;3.85;-4.30;2.35;-170
OC1=CC=C(C(=C1)Cl)C(=C)/C=C/C[C@H](C)N;3/000000334;InChI=1S/C13H16ClNO/c1-9(4-3-5-10(2)15)12-7-6-11(16)8-13(12)14/h3-4,6-8,10,16H,1,5,15H2,2H3/b4-3+/t10-/m0/s1;C13H16NOCl;237;3.01;3.75;-8.67;3.58;-170
OC1C(SC)=CC(=CC=1)C1=C(Cl)C=NN1;3/000000110;InChI=1S/C10H9ClN2OS/c1-15-9-4-6(2-3-8(9)14)10-7(11)5-12-13-10/h2-5,14H,1H3,(H,12,13);C10H9N2OSCl;240;3.62;3.49;-4.26;2.22;-140
OC1=CC=CC(=C1)/C=C/CC[C@@H](C(=O)N)S;3/000000259;InChI=1S/C12H15NO2S/c13-12(15)11(16)7-2-1-4-9-5-3-6-10(14)8-9/h1,3-6,8,11,14,16H,2,7H2,(H2,13,15)/b4-1+/t11-/m0/s1;C12H15NO2S;237;1.63;3.26;-5.29;5.09;-190
OC1=CC=C(C=C1)C(=C)/C=C/C1=CN=CN1;3/000000176;InChI=1S/C13H12N2O/c1-10(2-5-12-8-14-9-15-12)11-3-6-13(16)7-4-11/h2-9,16H,1H2,(H,14,15)/b5-2+;C13H12N2O;212;2.21;3.24;-8.91;3.58;0
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](C)N;3/000000157;InChI=1S/C13H17NO/c1-10(4-3-5-11(2)14)12-6-8-13(15)9-7-12/h3-4,6-9,11,15H,1,5,14H2,2H3/b4-3+/t11-/m0/s1;C13H17NO;203;2.39;3.27;-7.09;3.58;-170
OC1=CC=C(C=C1)C(=C)/C=C/[C@@H]1N(C(=O)N)CCC1;3/000000101;InChI=1S/C15H18N2O2/c1-11(12-5-8-14(18)9-6-12)4-7-13-3-2-10-17(13)15(16)19/h4-9,13,18H,1-3,10H2,(H2,16,19)/b7-4+/t13-/m1/s1;C15H18N2O2;258;1.92;3.61;-8.06;3.58;-150
OC1=CC=C(C=C1CBr)C1=CCC=C(N1)CC(=O)OC;3/000000362;InChI=1S/C15H16BrNO3/c1-20-15(19)8-12-3-2-4-13(17-12)10-5-6-14(18)11(7-10)9-16/h3-7,17-18H,2,8-9H2,1H3;C15H16NO3Br;338;3.40;3.79;-6.80;3.58;-180
OC1=CC=CC(=C1)CCC(=O)N;3/000000046;InChI=1S/C9H11NO2/c10-9(12)5-4-7-2-1-3-8(11)6-7/h1-3,6,11H,4-5H2,(H2,10,12);C9H11NO2;165;0.48;3.23;-2.72;2.22;0
OC1=CC=C(C(=C1)NC(N)=N)C1=C(Cl)C=NN1;3/000000147;InChI=1S/C10H10ClN5O/c11-7-4-14-16-9(7)6-2-1-5(17)3-8(6)15-10(12)13/h1-4,17H,(H,14,16)(H4,12,13,15);C10H10N5OCl;251;1.58;3.17;-7.62;18.40;-120
OC1=CC=C(C(=C1)NC(N)=N)C1=C(Cl)C=NN1;3/000000146;InChI=1S/C10H10ClN5O/c11-7-4-14-16-9(7)6-2-1-5(17)3-8(6)15-10(12)13/h1-4,17H,(H,14,16)(H4,12,13,15);C10H10N5OCl;251;1.58;3.15;-8.21;18.40;-120
OC1=CC=C(C(=C1)Br)CC(=O)C[C@H](CO)F;3/000000327;InChI=1S/C11H12BrFO3/c12-11-5-9(15)2-1-7(11)3-10(16)4-8(13)6-14/h1-2,5,8,14-15H,3-4,6H2/t8-/m1/s1;C11H12O3FBr;291;1.73;3.01;-7.73;3.58;-150
OC1=CC=CC(=C1)[C@H](CCCCC)NCO;3/000000127;InChI=1S/C13H21NO2/c1-2-3-4-8-13(14-10-15)11-6-5-7-12(16)9-11/h5-7,9,13-16H,2-4,8,10H2,1H3/t13-/m0/s1;C13H21NO2;223;2.51;3.12;-6.51;3.58;-170
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](C)N;3/000000156;InChI=1S/C13H17NO/c1-10(4-3-5-11(2)14)12-6-8-13(15)9-7-12/h3-4,6-9,11,15H,1,5,14H2,2H3/b4-3+/t11-/m0/s1;C13H17NO;203;2.39;3.31;-6.88;3.58;-170
OC1=CC=CC(=C1)[C@H](NNCN)SCC1=NC=NC=C1;3/000000335;InChI=1S/C13H17N5OS/c14-8-17-18-13(10-2-1-3-12(19)6-10)20-7-11-4-5-15-9-16-11/h1-6,9,13,17-19H,7-8,14H2/t13-/m1/s1;C13H17N5OS;291;1.27;3.92;-5.48;16.10;-170
O[S@@](=O)C1=CC(=CC(=C1)C(S)(F)F)C;3/000000204;InChI=1S/C8H8F2O2S2/c1-5-2-6(8(9,10)13)4-7(3-5)14(11)12/h2-4,13H,1H3,(H,11,12);C8H8O2S2F2;238;0.52;3.12;-6.78;16.70;-170
OC1C=C(C(=CC=1)NC1=NN=CS1)CCOCC;3/000000053;InChI=1S/C12H15N3O2S/c1-2-17-6-5-9-7-10(16)3-4-11(9)14-12-15-13-8-18-12/h3-4,7-8,16H,2,5-6H2,1H3,(H,14,15);C12H15N3O2S;265;2.78;3.36;-7.91;17.80;-20
O[S@@](=O)C1C=CC=C(C=1)C1=NNN=N1;3/000000033;InChI=1S/C7H6N4O2S/c12-14(13)6-3-1-2-5(4-6)7-8-10-11-9-7/h1-4H,(H,12,13)(H,8,9,10,11);C7H6N4O2S;210;0.13;3.02;-7.09;18.00;-120
OC1=C(Br)C=C(C=C1Br)[S@](=O)C[C@@H]1NCCC1;3/000000188;InChI=1S/C11H13Br2NO2S/c12-9-4-8(5-10(13)11(9)15)17(16)6-7-2-1-3-14-7/h4-5,7,14-15H,1-3,6H2/t7-,17-/m1/s1;C11H13NO2SBr2;383;2.02;3.14;-10.58;15.80;-150
OC1=CC=C(C(=C1)C[NH3+])C1=NN=C(S1)N;3/000000242;InChI=1S/C9H10N4OS/c10-4-5-3-6(14)1-2-7(5)8-12-13-9(11)15-8/h1-3,14H,4,10H2,(H2,11,13)/p+1;C9H11N4OS;223;1.11;3.06;-6.84;16.20;-140
OC1=CC=CC(=C1)C(=O)NC1=CC=NN1;3/000000347;InChI=1S/C10H9N3O2/c14-8-3-1-2-7(6-8)10(15)12-9-4-5-11-13-9/h1-6,14H,(H2,11,12,13,15);C10H9N3O2;203;1.85;3.20;-5.86;2.22;0
OC1=CC=C(C=C1)C(=C)/C=C/[C@H]1C(=O)N(C1)C(=O)N;3/000000067;InChI=1S/C14H14N2O3/c1-9(10-4-6-12(17)7-5-10)2-3-11-8-16(13(11)18)14(15)19/h2-7,11,17H,1,8H2,(H2,15,19)/b3-2+/t11-/m1/s1;C14H14N2O3;258;0.58;3.60;-9.18;3.58;-150
OC1=CC=CC(=C1)CCC(=O)N;3/000000210;InChI=1S/C9H11NO2/c10-9(12)5-4-7-2-1-3-8(11)6-7/h1-3,6,11H,4-5H2,(H2,10,12);C9H11NO2;165;0.48;3.23;-2.72;2.22;0
O[C@H](CC(=O)O)C1C=C(S=O)C(=CC=1Br)F;3/000000012;InChI=1S/C9H8BrFO4S/c10-5-2-6(11)8(16-15)1-4(5)7(12)3-9(13)14/h1-2,7,12,16H,3H2,(H,13,14)/t7-/m1/s1;C9H8O4SFBr;311;-0.00;3.06;-6.30;17.20;-190
C#CCC1=CC=C(C=C1C(=C)CO)O;3/000000121;InChI=1S/C12H12O2/c1-3-4-10-5-6-11(14)7-12(10)9(2)8-13/h1,5-7,13-14H,2,4,8H2;C12H12O2;188;1.55;3.51;-4.75;3.58;0
C#C[C@@H](C1=CC=C(C=C1)O)C1=NNN=N1;3/000000117;InChI=1S/C10H8N4O/c1-2-9(10-11-13-14-12-10)7-3-5-8(15)6-4-7/h1,3-6,9,15H,(H,11,12,13,14)/t9-/m0/s1;C10H8N4O;200;2.05;3.05;-7.81;18.60;-150
O[C@H](/C=C(/C1=CSC=N1)\C=C)N;3/000000191;InChI=1S/C8H10N2OS/c1-2-6(3-8(9)11)7-4-12-5-10-7/h2-5,8,11H,1,9H2/b6-3+/t8-/m1/s1;C8H10N2OS;182;0.61;3.04;-1.95;2.22;-150
C#CCC1=CC=C(C=C1C(=C)CO)O;3/000000120;InChI=1S/C12H12O2/c1-3-4-10-5-6-11(14)7-12(10)9(2)8-13/h1,5-7,13-14H,2,4,8H2;C12H12O2;188;1.55;3.53;-4.41;3.58;0
OC1=CC=C(C=C1)C(=C)/C=C\C1=CCN=CN1;3/000000145;InChI=1S/C14H14N2O/c1-11(12-3-6-14(17)7-4-12)2-5-13-8-9-15-10-16-13/h2-8,10,17H,1,9H2,(H,15,16)/b5-2-;C14H14N2O;226;2.46;3.23;-7.82;3.58;-60
OC1=CC=C(C(=C1)C1=CC(Cl)=CC(=C1O)Cl)CC(=O)C;3/000000075;InChI=1S/C15H12Cl2O3/c1-8(18)4-9-2-3-11(19)7-12(9)13-5-10(16)6-14(17)15(13)20/h2-3,5-7,19-20H,4H2,1H3;C15H12O3Cl2;310;4.09;4.44;-7.52;15.00;-180
OC1=CC=C(C=C1)C(=C)/C=C/[C@@H]1C(=O)N(C1)C(=O)N;3/000000103;InChI=1S/C14H14N2O3/c1-9(10-4-6-12(17)7-5-10)2-3-11-8-16(13(11)18)14(15)19/h2-7,11,17H,1,8H2,(H2,15,19)/b3-2+/t11-/m0/s1;C14H14N2O3;258;0.58;3.75;-8.20;3.58;-150
OC1=CC=C(C(=C1)CCCCCC)C(O)(F)F;3/000000137;InChI=1S/C13H18F2O2/c1-2-3-4-5-6-10-9-11(16)7-8-12(10)13(14,15)17/h7-9,16-17H,2-6H2,1H3;C13H18O2F2;244;3.05;3.56;-7.54;14.40;-170
OC1=CC=C(C=C1[C@H](CC1=NC=CN1)O)C(=C)C=C;3/000000222;InChI=1S/C15H16N2O2/c1-3-10(2)11-4-5-13(18)12(8-11)14(19)9-15-16-6-7-17-15/h3-8,14,18-19H,1-2,9H2,(H,16,17)/t14-/m0/s1;C15H16N2O2;256;1.67;4.09;-5.93;17.10;-150
OC1=CC=CC(=C1)/C=C/CC1=CNCC=N1;3/000000239;InChI=1S/C13H14N2O/c16-13-6-2-4-11(9-13)3-1-5-12-10-14-7-8-15-12/h1-4,6,8-10,14,16H,5,7H2/b3-1+;C13H14N2O;214;2.02;3.01;-5.68;2.22;0
OCN[C@@H](CC[S@](=O)CF)C1C=C(N)C=CC=1Cl;3/000000183;InChI=1S/C11H16ClFN2O2S/c12-10-2-1-8(14)5-9(10)11(15-7-16)3-4-18(17)6-13/h1-2,5,11,15-16H,3-4,6-7,14H2/t11-,18-/m0/s1;C11H16N2O2SFCl;294;0.44;3.94;-5.42;3.72;-150
OC1=CC=C(C=C1)C(=C)/C=C/[C@H]1SCCNC1;3/000000059;InChI=1S/C14H17NOS/c1-11(12-3-5-13(16)6-4-12)2-7-14-10-15-8-9-17-14/h2-7,14-16H,1,8-10H2/b7-2+/t14-/m1/s1;C14H17NOS;247;2.59;3.21;-10.23;3.58;-150
C#C[C@@H](C1=CC=C(C=C1)O)C1=NNN=N1;3/000000115;InChI=1S/C10H8N4O/c1-2-9(10-11-13-14-12-10)7-3-5-8(15)6-4-7/h1,3-6,9,15H,(H,11,12,13,14)/t9-/m0/s1;C10H8N4O;200;2.05;3.14;-7.78;18.60;-150
OC1=CC=C(C=C1[C@H](CC1=CSN=C1)O)C(=C)C=C;3/000000316;InChI=1S/C15H15NO2S/c1-3-10(2)12-4-5-14(17)13(7-12)15(18)6-11-8-16-19-9-11/h3-5,7-9,15,17-18H,1-2,6H2/t15-/m0/s1;C15H15NO2S;273;2.62;4.32;-5.89;19.10;-150
OC1=CC=C(C=C1)C(=C)/C=C/[C@@H]1C=CCN1;3/000000088;InChI=1S/C14H15NO/c1-11(4-7-13-3-2-10-15-13)12-5-8-14(16)9-6-12/h2-9,13,15-16H,1,10H2/b7-4+/t13-/m0/s1;C14H15NO;213;2.42;3.29;-7.39;3.58;-190
OC1C=C(C(=CC=1)NC1=NN=CS1)CCOCC;3/000000054;InChI=1S/C12H15N3O2S/c1-2-17-6-5-9-7-10(16)3-4-11(9)14-12-15-13-8-18-12/h3-4,7-8,16H,2,5-6H2,1H3,(H,14,15);C12H15N3O2S;265;2.78;3.39;-7.51;17.80;-20
OC1=C(Br)C=C(C=C1Br)[S@](=O)C[C@@H]1NCCC1;3/000000190;InChI=1S/C11H13Br2NO2S/c12-9-4-8(5-10(13)11(9)15)17(16)6-7-2-1-3-14-7/h4-5,7,14-15H,1-3,6H2/t7-,17-/m1/s1;C11H13NO2SBr2;383;2.02;3.18;-10.54;15.80;-150
OC1=CC=CC(=C1)/C=C/CNN;3/000000287;InChI=1S/C9H12N2O/c10-11-6-2-4-8-3-1-5-9(12)7-8/h1-5,7,11-12H,6,10H2/b4-2+;C9H12N2O;164;1.12;3.23;-5.44;2.22;0
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](CP(=O)(O)O)N;3/000000346;InChI=1S/C13H18NO4P/c1-10(11-5-7-13(15)8-6-11)3-2-4-12(14)9-19(16,17)18/h2-3,5-8,12,15H,1,4,9,14H2,(H2,16,17,18)/b3-2+/t12-/m1/s1;C13H18NO4P;283;0.44;3.42;-11.93;5.09;-170
OC1=CC=C(C=C1)C(=C)/C=C/[C@@H]1C=CCN1;3/000000091;InChI=1S/C14H15NO/c1-11(4-7-13-3-2-10-15-13)12-5-8-14(16)9-6-12/h2-9,13,15-16H,1,10H2/b7-4+/t13-/m0/s1;C14H15NO;213;2.42;3.48;-7.26;3.58;-190
OC1=CC=C(C(=C1)N[C](N)N)C1=CNC(=[NH2])[N]1;3/000000073;InChI=1S/C10H13N6O/c11-9(12)15-7-3-5(17)1-2-6(7)8-4-14-10(13)16-8/h1-4,14-15,17H,11-13H2;C10H13N6O;233;-0.04;3.64;-6.38;17.20;-140
OC1=CC=C(C=C1CBr)C1=CCC=C(N1)CC(=O)OC;3/000000364;InChI=1S/C15H16BrNO3/c1-20-15(19)8-12-3-2-4-13(17-12)10-5-6-14(18)11(7-10)9-16/h3-7,17-18H,2,8-9H2,1H3;C15H16NO3Br;338;3.40;3.70;-8.55;3.58;-180
OC1=CC=CC(=C1)C1=C(Cl)N=CN1;3/000000048;InChI=1S/C9H7ClN2O/c10-9-8(11-5-12-9)6-2-1-3-7(13)4-6/h1-5,13H,(H,11,12);C9H7N2OCl;194;2.46;3.39;-2.55;2.22;-120
OC1=CC=C(C=C1[C@H](CC1=CSN=C1)O)C(=C)C=C;3/000000315;InChI=1S/C15H15NO2S/c1-3-10(2)12-4-5-14(17)13(7-12)15(18)6-11-8-16-19-9-11/h3-5,7-9,15,17-18H,1-2,6H2/t15-/m0/s1;C15H15NO2S;273;2.62;4.34;-5.32;19.10;-150
OC1=CC=CC(=C1)C1=C(Cl)N=CN1;3/000000211;InChI=1S/C9H7ClN2O/c10-9-8(11-5-12-9)6-2-1-3-7(13)4-6/h1-5,13H,(H,11,12);C9H7N2OCl;194;2.46;3.39;-2.55;2.22;-120
OC1=CC=CC(=C1)/C(=C/C)/C1=NNC(=O)N1;3/000000288;InChI=1S/C11H11N3O2/c1-2-9(10-12-11(16)14-13-10)7-4-3-5-8(15)6-7/h2-6,15H,1H3,(H2,12,13,14,16)/b9-2-;C11H11N3O2;217;2.13;3.23;-3.71;2.22;-20
SCCNC(=O)NC1=CC(O)=CC=C1C(=C)C=C;3/000000260;InChI=1S/C13H16N2O2S/c1-3-9(2)11-5-4-10(16)8-12(11)15-13(17)14-6-7-18/h3-5,8,16,18H,1-2,6-7H2,(H2,14,15,17);C13H16N2O2S;264;2.13;3.46;-7.34;3.58;0
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](C)N;3/000000168;InChI=1S/C13H17NO/c1-10(4-3-5-11(2)14)12-6-8-13(15)9-7-12/h3-4,6-9,11,15H,1,5,14H2,2H3/b4-3+/t11-/m0/s1;C13H17NO;203;2.39;3.15;-10.27;3.58;-170
OC[C@H](CS)C1=CC(F)=C(C(=C1)Cl)S=O;3/000000005;InChI=1S/C9H10ClFO2S2/c10-7-1-5(6(3-12)4-14)2-8(11)9(7)15-13/h1-2,6,12,14-15H,3-4H2/t6-/m1/s1;C9H10O2S2FCl;268;0.88;3.14;-5.69;16.30;-150
OC(CNC(=O)C#CC1=C(SC=N1)CC)(F)F;3/000000192;InChI=1S/C10H10F2N2O2S/c1-2-8-7(14-6-17-8)3-4-9(15)13-5-10(11,12)16/h6,16H,2,5H2,1H3,(H,13,15);C10H10N2O2SF2;260;0.96;3.14;-6.10;3.85;-190
OC1=CC(/[NH]=C/2\[N]C=NN2)=CC(=C1)C1=C(Cl)N=CN1;3/000000230;InChI=1S/C11H9ClN6O/c12-10-9(13-4-14-10)6-1-7(3-8(19)2-6)17-11-15-5-16-18-11/h1-5,17-19H,(H,13,14)/b17-11+;C11H9N6OCl;276;2.03;3.62;-6.87;21.50;-120
OC1=CC=C(C=C1CBr)C1=CCC=C(N1)CC(=O)OC;3/000000367;InChI=1S/C15H16BrNO3/c1-20-15(19)8-12-3-2-4-13(17-12)10-5-6-14(18)11(7-10)9-16/h3-7,17-18H,2,8-9H2,1H3;C15H16NO3Br;338;3.40;3.67;-8.12;3.58;-180
O[C@H](CC)C[S@@](=O)C1C(F)=CC(=C(C=1)CO)Br;3/000000011;InChI=1S/C11H14BrFO3S/c1-2-8(15)6-17(16)11-3-7(5-14)9(12)4-10(11)13/h3-4,8,14-15H,2,5-6H2,1H3/t8-,17-/m1/s1;C11H14O3SFBr;325;0.93;3.13;-9.89;16.20;-170
OC1=CC=C(C(=C1)C1=NNC(=S)O1)C(=C)/C=C/CC;3/000000272;InChI=1S/C14H14N2O2S/c1-3-4-5-9(2)11-7-6-10(17)8-12(11)13-15-16-14(19)18-13/h4-8,17H,2-3H2,1H3,(H,16,19)/b5-4+;C14H14N2O2S;274;3.87;3.85;-10.86;20.10;-140
OC1=CC=CC(=C1O)/C=C/C[C@H]1C=CC1;3/000000226;InChI=1S/C13H14O2/c14-12-9-3-8-11(13(12)15)7-2-6-10-4-1-5-10/h1-4,7-10,14-15H,5-6H2/b7-2+/t10-/m0/s1;C13H14O2;202;2.44;3.35;-5.02;3.58;-150
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](CP(=O)(O)O)N;3/000000345;InChI=1S/C13H18NO4P/c1-10(11-5-7-13(15)8-6-11)3-2-4-12(14)9-19(16,17)18/h2-3,5-8,12,15H,1,4,9,14H2,(H2,16,17,18)/b3-2+/t12-/m1/s1;C13H18NO4P;283;0.44;3.43;-10.75;5.09;-170
SCCCC(=O)NOCC1=CC(O)=CC=C1C(=C)C=C;3/000000295;InChI=1S/C15H19NO3S/c1-3-11(2)14-7-6-13(17)9-12(14)10-19-16-15(18)5-4-8-20/h3,6-7,9,17,20H,1-2,4-5,8,10H2,(H,16,18);C15H19NO3S;293;2.98;3.71;-7.84;5.09;-20
