SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC1C=CC(=CC=1C/C=C\CN)Cl;1/000000061;InChI=1S/C10H12ClNO/c11-9-4-5-10(13)8(7-9)3-1-2-6-12/h1-2,4-5,7,13H,3,6,12H2/b2-1-;C10H12NOCl;197;2.11;3.56;-4.17;2.22;0
OC1=CC=C(C(=C1)CC[C@@H](CCF)O)Cl;1/000000101;InChI=1S/C11H14ClFO2/c12-11-4-3-10(15)7-8(11)1-2-9(14)5-6-13/h3-4,7,9,14-15H,1-2,5-6H2/t9-/m0/s1;C11H14O2FCl;232;2.97;3.22;-7.78;2.22;-150
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000086;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.39;-11.07;17.50;-180
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)Br;1/000000053;InChI=1S/C9H10BrN5O2/c10-5(7-13-9(11)15-14-7)2-1-4-3-6(16)12-8(4)17/h3,5,15H,1-2,11H2,(H,12,16,17)/t5-/m1/s1;C9H10N5O2Br;300;-0.19;3.27;-1.16;2.22;-150
O[C@](C1=CNC(=C1)CNC)(C1=NN=CN1)C=C;1/000000033;InChI=1S/C11H15N5O/c1-3-11(17,10-14-7-15-16-10)8-4-9(6-12-2)13-5-8/h3-5,7,12-13,17H,1,6H2,2H3,(H,14,15,16)/t11-/m1/s1;C11H15N5O;233;0.93;3.29;-2.24;2.22;-170
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000046;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.15;-4.02;3.72;-150
OC1C=CC(=C(C=1)NCCCCO)Cl;1/000000067;InChI=1S/C10H14ClNO2/c11-9-4-3-8(14)7-10(9)12-5-1-2-6-13/h3-4,7,12-14H,1-2,5-6H2;C10H14NO2Cl;215;1.89;3.05;-8.64;2.22;-20
OC1=CC=C(C=C1)C(=O)OCC1=NN=CN1;1/000000012;InChI=1S/C10H9N3O3/c14-8-3-1-7(2-4-8)10(15)16-5-9-11-6-12-13-9/h1-4,6,14H,5H2,(H,11,12,13);C10H9N3O3;219;2.30;3.05;-1.63;2.22;0
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)CC;1/000000054;InChI=1S/C11H15N5O2/c1-2-6(9-14-11(12)16-15-9)3-4-7-5-8(17)13-10(7)18/h5-6,16H,2-4,12H2,1H3,(H,13,17,18)/t6-/m1/s1;C11H15N5O2;249;-0.16;3.37;-1.79;2.22;-170
OC1=CC=C(C=C1)C(=O)OCC1=NN=CN1;1/000000001;InChI=1S/C10H9N3O3/c14-8-3-1-7(2-4-8)10(15)16-5-9-11-6-12-13-9/h1-4,6,14H,5H2,(H,11,12,13);C10H9N3O3;219;2.30;3.05;-1.63;2.22;0
OC1C=CC(=CC=1C(=O)[C@H]1CC(=O)NCC1)Cl;1/000000059;InChI=1S/C12H12ClNO3/c13-8-1-2-10(15)9(6-8)12(17)7-3-4-14-11(16)5-7/h1-2,6-7,15H,3-5H2,(H,14,16)/t7-/m1/s1;C12H12NO3Cl;253;1.26;3.14;-4.65;3.58;-170
OC1C=CC(=C(C=1)C(=O)[C@H](CN)N)Cl;1/000000091;InChI=1S/C9H11ClN2O2/c10-7-2-1-5(13)3-6(7)9(14)8(12)4-11/h1-3,8,13H,4,11-12H2/t8-/m0/s1;C9H11N2O2Cl;214;0.30;3.06;-8.98;3.58;-150
OCCN1N=CC2=C1CN[C@@H]2CCl;1/000000048;InChI=1S/C8H12ClN3O/c9-3-7-6-4-11-12(1-2-13)8(6)5-10-7/h4,7,10,13H,1-3,5H2/t7-/m1/s1;C8H12N3OCl;201;-0.12;3.06;-3.66;14.90;-150
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000073;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.21;-8.64;2.22;-150
N1N=C(N=C1)[C@](C)(C1=NN=CN1)C(=O)N;1/000000011;InChI=1S/C7H9N7O/c1-7(4(8)15,5-9-2-11-13-5)6-10-3-12-14-6/h2-3H,1H3,(H2,8,15)(H,9,11,13)(H,10,12,14);C7H9N7O;207;0.37;3.06;-2.42;20.30;-170
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000088;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.49;-10.95;17.50;-180
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000005;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.50;-2.48;2.22;-150
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000075;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.12;-7.86;2.22;-150
O[C@H](C1=CNC(=C1)C(=O)[O-])C1=NN=CN1;1/000000041;InChI=1S/C8H8N4O3/c13-6(7-10-3-11-12-7)4-1-5(8(14)15)9-2-4/h1-3,6,9,13H,(H,14,15)(H,10,11,12)/p-1/t6-/m1/s1;C8H7N4O3;207;-0.27;3.28;-0.74;2.22;-150
N1CC2=C([C@H]1/C=C/C1=NN=CN1)C=NN2CBr;1/000000052;InChI=1S/C10H11BrN6/c11-5-17-9-4-12-8(7(9)3-15-17)1-2-10-13-6-14-16-10/h1-3,6,8,12H,4-5H2,(H,13,14,16)/b2-1+/t8-/m1/s1;C10H11N6Br;295;1.69;3.15;-3.46;3.72;-150
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000019;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.16;-2.47;3.72;-150
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000042;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.20;-2.70;3.72;-150
OC1C=CC(=C(C=1)NC(=O)C1C=CC2=C(C=1)OCCO2)Cl;1/000000069;InChI=1S/C15H12ClNO4/c16-11-3-2-10(18)8-12(11)17-15(19)9-1-4-13-14(7-9)21-6-5-20-13/h1-4,7-8,18H,5-6H2,(H,17,19);C15H12NO4Cl;305;2.83;4.55;-4.70;2.22;-120
O[C@](C1=CNC(=C1)CNC)(C1=NN=CN1)C=C;1/000000016;InChI=1S/C11H15N5O/c1-3-11(17,10-14-7-15-16-10)8-4-9(6-12-2)13-5-8/h3-5,7,12-13,17H,1,6H2,2H3,(H,14,15,16)/t11-/m1/s1;C11H15N5O;233;0.93;3.29;-2.24;2.22;-170
OCCN1N=CC2=C1CN[C@@H]2CCl;1/000000047;InChI=1S/C8H12ClN3O/c9-3-7-6-4-11-12(1-2-13)8(6)5-10-7/h4,7,10,13H,1-3,5H2/t7-/m1/s1;C8H12N3OCl;201;-0.12;3.13;-2.42;14.90;-150
OC1C=CC(=C(C=1)[C@H](N1C(=O)NN=CC1=O)C=C)Cl;1/000000093;InChI=1S/C12H10ClN3O3/c1-2-10(8-5-7(17)3-4-9(8)13)16-11(18)6-14-15-12(16)19/h2-6,10,17H,1H2,(H,15,19)/t10-/m1/s1;C12H10N3O3Cl;279;2.09;3.69;-4.25;5.09;-150
OC1C=CC(=C(C=1)[C@H]([NH3+])C1=NC=NC=C1)Cl;1/000000096;InChI=1S/C11H10ClN3O/c12-9-2-1-7(16)5-8(9)11(13)10-3-4-14-6-15-10/h1-6,11,16H,13H2/p+1/t11-/m0/s1;C11H11N3OCl;236;0.73;3.31;-4.79;11.30;-150
OC1=CC=C(C=C1)C(=O)O[C@H](C1=NN=CN1)C1=NNC=C1;1/000000039;InChI=1S/C13H11N5O3/c19-9-3-1-8(2-4-9)13(20)21-11(10-5-6-15-17-10)12-14-7-16-18-12/h1-7,11,19H,(H,15,17)(H,14,16,18)/t11-/m0/s1;C13H11N5O3;285;2.56;3.78;-1.58;23.00;-150
OC1=CC=C(C=C1)C(=O)O[C@H](C1=NN=CN1)C1=NNC=C1;1/000000036;InChI=1S/C13H11N5O3/c19-9-3-1-8(2-4-9)13(20)21-11(10-5-6-15-17-10)12-14-7-16-18-12/h1-7,11,19H,(H,15,17)(H,14,16,18)/t11-/m0/s1;C13H11N5O3;285;2.56;4.04;-2.35;23.00;-150
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000014;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.50;-2.48;2.22;-150
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000085;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.39;-11.15;17.50;-180
OC1=CC=C(C=C1)C(=O)OCC1=NN=CN1;1/000000002;InChI=1S/C10H9N3O3/c14-8-3-1-7(2-4-8)10(15)16-5-9-11-6-12-13-9/h1-4,6,14H,5H2,(H,11,12,13);C10H9N3O3;219;2.30;3.05;-1.63;2.22;0
OC1C=CC(=CC=1C/C=C\CN)Cl;1/000000062;InChI=1S/C10H12ClNO/c11-9-4-5-10(13)8(7-9)3-1-2-6-12/h1-2,4-5,7,13H,3,6,12H2/b2-1-;C10H12NOCl;197;2.11;3.62;-4.76;2.22;0
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)CC;1/000000055;InChI=1S/C11H15N5O2/c1-2-6(9-14-11(12)16-15-9)3-4-7-5-8(17)13-10(7)18/h5-6,16H,2-4,12H2,1H3,(H,13,17,18)/t6-/m1/s1;C11H15N5O2;249;-0.16;3.31;-1.52;2.22;-170
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000076;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.12;-7.18;2.22;-150
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)CC;1/000000056;InChI=1S/C11H15N5O2/c1-2-6(9-14-11(12)16-15-9)3-4-7-5-8(17)13-10(7)18/h5-6,16H,2-4,12H2,1H3,(H,13,17,18)/t6-/m1/s1;C11H15N5O2;249;-0.16;3.32;-2.41;2.22;-170
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000043;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.16;-2.47;3.72;-150
OC1C=CC(=CC=1C[C@H](CN)C)Cl;1/000000065;InChI=1S/C10H14ClNO/c1-7(6-12)4-8-5-9(11)2-3-10(8)13/h2-3,5,7,13H,4,6,12H2,1H3/t7-/m1/s1;C10H14NOCl;199;2.17;3.94;-2.92;2.22;-170
OC1C=CC(=C(C=1)NCCCCO)Cl;1/000000068;InChI=1S/C10H14ClNO2/c11-9-4-3-8(14)7-10(9)12-5-1-2-6-13/h3-4,7,12-14H,1-2,5-6H2;C10H14NO2Cl;215;1.89;3.04;-7.36;2.22;0
OC1C=CC(=C(C=1)Br)/C=C\[C@H]1CNC(=O)CC1;1/000000029;InChI=1S/C13H14BrNO2/c14-12-7-11(16)5-4-10(12)3-1-9-2-6-13(17)15-8-9/h1,3-5,7,9,16H,2,6,8H2,(H,15,17)/b3-1-/t9-/m1/s1;C13H14NO2Br;296;2.42;3.07;-5.41;2.22;-170
OC1=CC=C(C=C1)C(=O)O[C@H](C1=NN=CN1)C1=NNC=C1;1/000000037;InChI=1S/C13H11N5O3/c19-9-3-1-8(2-4-9)13(20)21-11(10-5-6-15-17-10)12-14-7-16-18-12/h1-7,11,19H,(H,15,17)(H,14,16,18)/t11-/m0/s1;C13H11N5O3;285;2.56;3.90;-2.24;23.00;-150
OC1C=CC(=CC=1C(=O)[C@H]1CC(=O)NCC1)Cl;1/000000058;InChI=1S/C12H12ClNO3/c13-8-1-2-10(15)9(6-8)12(17)7-3-4-14-11(16)5-7/h1-2,6-7,15H,3-5H2,(H,14,16)/t7-/m1/s1;C12H12NO3Cl;253;1.26;3.37;-4.62;3.58;-170
OC1C=CC(=C(C=1)[C@H]([NH3+])C1=NC=NC=C1)Cl;1/000000098;InChI=1S/C11H10ClN3O/c12-9-2-1-7(16)5-8(9)11(13)10-3-4-14-6-15-10/h1-6,11,16H,13H2/p+1/t11-/m0/s1;C11H11N3OCl;236;0.73;3.22;-6.95;11.30;-150
OC(=O)/C=C/[C@](C1=NN=CN1)(C1=CNC=C1)O;1/000000018;InChI=1S/C10H10N4O3/c15-8(16)1-3-10(17,7-2-4-11-5-7)9-12-6-13-14-9/h1-6,11,17H,(H,15,16)(H,12,13,14)/b3-1+/t10-/m1/s1;C10H10N4O3;234;0.78;3.30;-4.30;3.58;-170
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000013;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.68;-3.54;2.22;-150
C#C[C@@H](CBr)NCC1C=C(Cl)C=CC=1O;1/000000094;InChI=1S/C11H11BrClNO/c1-2-10(6-12)14-7-8-5-9(13)3-4-11(8)15/h1,3-5,10,14-15H,6-7H2/t10-/m0/s1;C11H11NOClBr;288;3.22;3.60;-5.05;2.22;-150
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)CC;1/000000026;InChI=1S/C11H15N5O2/c1-2-6(9-14-11(12)16-15-9)3-4-7-5-8(17)13-10(7)18/h5-6,16H,2-4,12H2,1H3,(H,13,17,18)/t6-/m1/s1;C11H15N5O2;249;-0.16;3.37;-1.79;2.22;-170
N1CC2=C([C@H]1/C=C/C1=NN=CN1)C=NN2CBr;1/000000050;InChI=1S/C10H11BrN6/c11-5-17-9-4-12-8(7(9)3-15-17)1-2-10-13-6-14-16-10/h1-3,6,8,12H,4-5H2,(H,13,14,16)/b2-1+/t8-/m1/s1;C10H11N6Br;295;1.69;3.20;-3.82;3.72;-150
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000008;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.50;-2.48;2.22;-150
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000077;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.18;-7.54;2.22;-150
C=C[C@](C1=NN=CN1)(C1=CNC=C1)OCBr;1/000000015;InChI=1S/C10H11BrN4O/c1-2-10(16-6-11,8-3-4-12-5-8)9-13-7-14-15-9/h2-5,7,12H,1,6H2,(H,13,14,15)/t10-/m1/s1;C10H11N4OBr;283;2.67;3.13;-1.71;19.30;-150
OC(=O)C1=NC=C(N=C1)[C@@](C1=NN=CN1)(C=C)OCCF;1/000000017;InChI=1S/C12H12FN5O3/c1-2-12(21-4-3-13,11-16-7-17-18-11)9-6-14-8(5-15-9)10(19)20/h2,5-7H,1,3-4H2,(H,19,20)(H,16,17,18)/t12-/m1/s1;C12H12N5O3F;293;1.13;3.96;-0.01;22.70;-150
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000072;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.23;-8.22;2.22;-150
OC1C=CC(=C(C=1)[C@H]([NH3+])C1=NC=NC=C1)Cl;1/000000097;InChI=1S/C11H10ClN3O/c12-9-2-1-7(16)5-8(9)11(13)10-3-4-14-6-15-10/h1-6,11,16H,13H2/p+1/t11-/m0/s1;C11H11N3OCl;236;0.73;3.31;-5.93;11.30;-150
OC1C=CC(=C(C=1)Br)/C=C\[C@H]1CNC(=O)CC1;1/000000028;InChI=1S/C13H14BrNO2/c14-12-7-11(16)5-4-10(12)3-1-9-2-6-13(17)15-8-9/h1,3-5,7,9,16H,2,6,8H2,(H,15,17)/b3-1-/t9-/m1/s1;C13H14NO2Br;296;2.42;3.06;-4.95;2.22;-150
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000044;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.01;-2.05;3.72;-150
OC1C=CC(=C(C=1)Br)/C=C\[C@H]1CNC(=O)CC1;1/000000057;InChI=1S/C13H14BrNO2/c14-12-7-11(16)5-4-10(12)3-1-9-2-6-13(17)15-8-9/h1,3-5,7,9,16H,2,6,8H2,(H,15,17)/b3-1-/t9-/m1/s1;C13H14NO2Br;296;2.42;3.06;-4.95;2.22;-150
OC(=O)C[N@@H+](CC1C(Cl)=CC=C(C=1)O)C;1/000000079;InChI=1S/C10H12ClNO3/c1-12(6-10(14)15)5-7-4-8(13)2-3-9(7)11/h2-4,13H,5-6H2,1H3,(H,14,15)/p+1;C10H13NO3Cl;230;1.37;3.11;-6.10;2.22;-20
OCCN1N=CC2=C1CN[C@@H]2CCl;1/000000049;InChI=1S/C8H12ClN3O/c9-3-7-6-4-11-12(1-2-13)8(6)5-10-7/h4,7,10,13H,1-3,5H2/t7-/m1/s1;C8H12N3OCl;201;-0.12;3.04;-3.32;14.90;-150
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000074;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.20;-8.37;2.22;-150
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000022;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.18;-3.48;3.72;-150
OC1C=CC(=C(C=1)[C@H]([NH3+])C1=NC=NC=C1)Cl;1/000000095;InChI=1S/C11H10ClN3O/c12-9-2-1-7(16)5-8(9)11(13)10-3-4-14-6-15-10/h1-6,11,16H,13H2/p+1/t11-/m0/s1;C11H11N3OCl;236;0.73;3.30;-6.50;11.30;-150
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)Br;1/000000024;InChI=1S/C9H10BrN5O2/c10-5(7-13-9(11)15-14-7)2-1-4-3-6(16)12-8(4)17/h3,5,15H,1-2,11H2,(H,12,16,17)/t5-/m1/s1;C9H10N5O2Br;300;-0.19;3.27;-1.16;2.22;-150
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000082;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.43;-10.21;17.50;-160
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000084;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.42;-10.45;17.50;-140
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000083;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.50;-10.13;17.50;-140
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000045;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.18;-3.48;3.72;-150
O[C@@H](C1=NN=CN1)C1=CNC(=C1)COCC=C;1/000000035;InChI=1S/C11H14N4O2/c1-2-3-17-6-9-4-8(5-12-9)10(16)11-13-7-14-15-11/h2,4-5,7,10,12,16H,1,3,6H2,(H,13,14,15)/t10-/m1/s1;C11H14N4O2;234;0.87;3.26;-1.59;3.58;-150
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)CC;1/000000025;InChI=1S/C11H15N5O2/c1-2-6(9-14-11(12)16-15-9)3-4-7-5-8(17)13-10(7)18/h5-6,16H,2-4,12H2,1H3,(H,13,17,18)/t6-/m1/s1;C11H15N5O2;249;-0.16;3.31;-1.52;2.22;-170
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000087;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.40;-11.32;17.50;-180
OC1C=C(C(=CC=1)Cl)CCC(=O)N;1/000000063;InChI=1S/C9H10ClNO2/c10-8-3-2-7(12)5-6(8)1-4-9(11)13/h2-3,5,12H,1,4H2,(H2,11,13);C9H10NO2Cl;199;1.11;3.20;-2.72;2.22;0
OC1C=CC(=C(C=1)NC(=O)C1C=CC2=C(C=1)OCCO2)Cl;1/000000070;InChI=1S/C15H12ClNO4/c16-11-3-2-10(18)8-12(11)17-15(19)9-1-4-13-14(7-9)21-6-5-20-13/h1-4,7-8,18H,5-6H2,(H,17,19);C15H12NO4Cl;305;2.83;4.21;-8.81;2.22;-120
OC1=CC=C(C(=C1)C=C)C(=O)OCC1=NN=CN1;1/000000006;InChI=1S/C12H11N3O3/c1-2-8-5-9(16)3-4-10(8)12(17)18-6-11-13-7-14-15-11/h2-5,7,16H,1,6H2,(H,13,14,15);C12H11N3O3;245;2.81;3.34;-4.67;3.58;0
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000004;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.68;-3.54;2.22;-150
OC1C=CC(=C(C=1)N[C@@H]1COCC1)Cl;1/000000071;InChI=1S/C10H12ClNO2/c11-9-2-1-8(13)5-10(9)12-7-3-4-14-6-7/h1-2,5,7,12-13H,3-4,6H2/t7-/m0/s1;C10H12NO2Cl;213;1.88;3.43;-7.01;2.22;-150
OC1C=CC(=C(C=1)NCCCCO)Cl;1/000000066;InChI=1S/C10H14ClNO2/c11-9-4-3-8(14)7-10(9)12-5-1-2-6-13/h3-4,7,12-14H,1-2,5-6H2;C10H14NO2Cl;215;1.89;3.13;-9.36;2.22;-20
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000009;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.68;-3.54;2.22;-150
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000021;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.20;-2.70;3.72;-150
OC1=CC=C(C=C1)C(=O)O[C@H](C1=NN=CN1)C1=NNC=C1;1/000000040;InChI=1S/C13H11N5O3/c19-9-3-1-8(2-4-9)13(20)21-11(10-5-6-15-17-10)12-14-7-16-18-12/h1-7,11,19H,(H,15,17)(H,14,16,18)/t11-/m0/s1;C13H11N5O3;285;2.56;3.96;-1.58;23.00;-150
[NH2]=C1[N]C(=NN1)[C@@H](CCC1=CC(=O)NC1=O)CC;1/000000027;InChI=1S/C11H15N5O2/c1-2-6(9-14-11(12)16-15-9)3-4-7-5-8(17)13-10(7)18/h5-6,16H,2-4,12H2,1H3,(H,13,17,18)/t6-/m1/s1;C11H15N5O2;249;-0.16;3.32;-2.41;2.22;-170
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000090;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.42;-10.36;17.50;-160
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000023;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.15;-4.02;3.72;-150
OC1=CC=C(C=C1)C(=O)OCC1=NN=CN1;1/000000003;InChI=1S/C10H9N3O3/c14-8-3-1-7(2-4-8)10(15)16-5-9-11-6-12-13-9/h1-4,6,14H,5H2,(H,11,12,13);C10H9N3O3;219;2.30;3.05;-1.63;2.22;0
N1CC2=C([C@H]1/C=C/C1=NN=CN1)C=NN2CBr;1/000000051;InChI=1S/C10H11BrN6/c11-5-17-9-4-12-8(7(9)3-15-17)1-2-10-13-6-14-16-10/h1-3,6,8,12H,4-5H2,(H,13,14,16)/b2-1+/t8-/m1/s1;C10H11N6Br;295;1.69;3.22;-3.55;3.72;-150
OC1=CC=C(C=C1)C(=O)O[C@H](C1=NN=CN1)C1=NNC=C1;1/000000038;InChI=1S/C13H11N5O3/c19-9-3-1-8(2-4-9)13(20)21-11(10-5-6-15-17-10)12-14-7-16-18-12/h1-7,11,19H,(H,15,17)(H,14,16,18)/t11-/m0/s1;C13H11N5O3;285;2.56;3.94;-1.73;23.00;-150
OC(=O)CCCCCOCCC1=C(Cl)C=CC(=C1)O;1/000000099;InChI=1S/C14H19ClO4/c15-13-6-5-12(16)10-11(13)7-9-19-8-3-1-2-4-14(17)18/h5-6,10,16H,1-4,7-9H2,(H,17,18);C14H19O4Cl;286;2.72;3.45;-12.17;3.58;-60
