SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
N1CC=C(N(C1)C1C=NC(=CC=1C)CCl)C(=O)[O-];3/000000375;InChI=1S/C12H14ClN3O2/c1-8-4-9(5-13)15-6-11(8)16-7-14-3-2-10(16)12(17)18/h2,4,6,14H,3,5,7H2,1H3,(H,17,18)/p-1;C12H13N3O2Cl;266;1.04;3.43;-2.84;16.50;-180
ClC1=CC=C(C=C1)COCCNC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000195;InChI=1S/C22H25ClN2O2/c1-2-16-3-6-18-14-20(25-21(18)13-16)9-10-22(26)24-11-12-27-15-17-4-7-19(23)8-5-17/h3-9,13,25H,2,10-12,14-15H2,1H3,(H,24,26)/b20-9+;C22H25N2O2Cl;384;4.17;4.89;-8.07;6.45;-80
OC(=O)C1C=CC=C2C=1N/C(=C/CCl)/C2;3/000000165;InChI=1S/C11H10ClNO2/c12-5-4-8-6-7-2-1-3-9(11(14)15)10(7)13-8/h1-4,13H,5-6H2,(H,14,15)/b8-4+;C11H10NO2Cl;223;2.41;3.25;-2.72;2.22;-40
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CCCC;3/000000089;InChI=1S/C15H19NO2/c1-2-3-4-11-5-7-14-12(9-11)10-13(16-14)6-8-15(17)18/h5-7,9,16H,2-4,8,10H2,1H3,(H,17,18)/b13-6+;C15H19NO2;245;2.95;3.76;-2.68;3.72;-80
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000270;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;4.12;-2.50;3.58;-80
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000100;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;4.20;-3.21;3.58;-80
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NC)/C2;3/000000406;InChI=1S/C13H14N2O3/c1-14-11(16)6-5-9-7-8-3-2-4-10(13(17)18)12(8)15-9/h2-5,15H,6-7H2,1H3,(H,14,16)(H,17,18)/b9-5+;C13H14N2O3;246;1.16;4.47;-3.34;3.58;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NC)/C2;3/000000032;InChI=1S/C13H14N2O3/c1-14-11(16)6-5-9-7-8-3-2-4-10(13(17)18)12(8)15-9/h2-5,15H,6-7H2,1H3,(H,14,16)(H,17,18)/b9-5+;C13H14N2O3;246;1.16;4.42;-3.11;3.58;-60
OC/C=C\1/NC2C(C1)=CC(=CC=2)CCOC;3/000000447;InChI=1S/C13H17NO2/c1-16-7-5-10-2-3-13-11(8-10)9-12(14-13)4-6-15/h2-4,8,14-15H,5-7,9H2,1H3/b12-4+;C13H17NO2;219;1.39;3.35;-1.61;3.58;-80
OCCC1N=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000214;InChI=1S/C12H15N3O3/c16-6-4-9-1-2-10(7-14-9)15-8-13-5-3-11(15)12(17)18/h1-3,7,13,16H,4-6,8H2,(H,17,18)/p-1;C12H14N3O3;248;-0.30;3.61;-1.98;16.00;-160
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000410;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;4.01;-2.26;3.58;-60
N1N=CC2C1=CC(=CC=2OC)C/C=C/CN;4/000000086;InChI=1S/C12H15N3O/c1-16-12-7-9(4-2-3-5-13)6-11-10(12)8-14-15-11/h2-3,6-8H,4-5,13H2,1H3,(H,14,15)/b3-2+;C12H15N3O;217;1.93;3.39;-3.60;3.58;-60
OC1N=CC(=CC=1CF)NC=C;4/000000132;InChI=1S/C8H9FN2O/c1-2-10-7-3-6(4-9)8(12)11-5-7/h2-3,5,10H,1,4H2,(H,11,12);C8H9N2OF;168;1.52;3.08;-3.91;11.10;0
OC1N=CC=CC=1NC(=O)NCC1=CCCC1;4/000000139;InChI=1S/C12H15N3O2/c16-11-10(6-3-7-13-11)15-12(17)14-8-9-4-1-2-5-9/h3-4,6-7H,1-2,5,8H2,(H,13,16)(H2,14,15,17);C12H15N3O2;233;0.57;3.08;-3.70;3.58;0
O=C1ON=C(N1)/C=C\[C@H]1[N]C(=[NH2])N(CC1)C;4/000000110;InChI=1S/C9H13N5O2/c1-14-5-4-6(11-8(14)10)2-3-7-12-9(15)16-13-7/h2-3,6H,4-5,10H2,1H3,(H,12,13,15)/b3-2-/t6-/m1/s1;C9H13N5O2;223;-0.04;3.34;-1.40;2.22;-170
OC1N=CC=CC=1C(=O)[C@@H]1NCCC1;4/000000123;InChI=1S/C10H12N2O2/c13-9(8-4-2-5-11-8)7-3-1-6-12-10(7)14/h1,3,6,8,11H,2,4-5H2,(H,12,14)/t8-/m1/s1;C10H12N2O2;192;0.83;3.50;-3.73;2.22;-150
OC[C@@H]1C(=CC1)CC1C=CC=C2C=1NN=C2;4/000000061;InChI=1S/C13H14N2O/c16-8-12-5-4-9(12)6-10-2-1-3-11-7-14-15-13(10)11/h1-4,7,12,16H,5-6,8H2,(H,14,15)/t12-/m1/s1;C13H14N2O;214;1.58;3.10;-1.67;2.22;-190
C1=C(NC=N1)[C@H](C1C=CC=C2C=1NN=C2)F;4/000000001;InChI=1S/C11H9FN4/c12-10(9-5-13-6-14-9)8-3-1-2-7-4-15-16-11(7)8/h1-6,10H,(H,13,14)(H,15,16)/t10-/m0/s1;C11H9N4F;216;1.91;3.11;-4.39;17.80;-190
OC(=O)/C=C/[C@@H]1C=NN=C(N1)CC;4/000000146;InChI=1S/C8H11N3O2/c1-2-7-10-6(5-9-11-7)3-4-8(12)13/h3-6H,2H2,1H3,(H,10,11)(H,12,13)/b4-3+/t6-/m1/s1;C8H11N3O2;181;1.17;3.07;-8.89;2.22;-190
OC(=O)C/C=C/C1C=CC=C(C=1Cl)O;4/000000101;InChI=1S/C10H9ClO3/c11-10-7(3-1-5-8(10)12)4-2-6-9(13)14/h1-5,12H,6H2,(H,13,14)/b4-2+;C10H9O3Cl;212;2.27;3.01;-2.70;2.22;0
O=C1ON=C(N1)/C=C\[C@H]1[N]C(=[NH2])N(CC1)C;4/000000113;InChI=1S/C9H13N5O2/c1-14-5-4-6(11-8(14)10)2-3-7-12-9(15)16-13-7/h2-3,6H,4-5,10H2,1H3,(H,12,13,15)/b3-2-/t6-/m1/s1;C9H13N5O2;223;-0.04;3.21;-3.16;2.22;-170
OC(/C=C/CC1=CC=C2C(=C1)NN=C2)(F)F;4/000000033;InChI=1S/C11H10F2N2O/c12-11(13,16)5-1-2-8-3-4-9-7-14-15-10(9)6-8/h1,3-7,16H,2H2,(H,14,15)/b5-1+;C11H10N2OF2;224;2.41;3.29;-3.86;2.22;-190
OC1N=CC=CC=1C(=O)C1=NC=C2C(=N1)NC=C2;4/000000127;InChI=1S/C12H8N4O2/c17-9(8-2-1-4-14-12(8)18)11-15-6-7-3-5-13-10(7)16-11/h1-6H,(H,14,18)(H,13,15,16);C12H8N4O2;240;1.32;3.27;-3.02;2.22;-40
NC(=O)NCC1C(=CC=C2C=1NN=C2)/C=C\CN;4/000000053;InChI=1S/C12H15N5O/c13-5-1-2-8-3-4-9-6-16-17-11(9)10(8)7-15-12(14)18/h1-4,6H,5,7,13H2,(H,16,17)(H3,14,15,18)/b2-1-;C12H15N5O;245;0.39;3.26;-1.96;18.20;-40
OC1=C(C=NN1)/C=C/CC1C=C2NN=CC2=C(C=1)CCl;4/000000046;InChI=1S/C14H13ClN4O/c15-6-11-4-9(5-13-12(11)8-17-18-13)2-1-3-10-7-16-19-14(10)20/h1,3-5,7-8H,2,6H2,(H,17,18)(H2,16,19,20)/b3-1+;C14H13N4OCl;288;3.74;3.77;-3.06;3.70;-60
OC(=O)/C=C/[C@@H]1C=NN=C(N1)CC;4/000000147;InChI=1S/C8H11N3O2/c1-2-7-10-6(5-9-11-7)3-4-8(12)13/h3-6H,2H2,1H3,(H,10,11)(H,12,13)/b4-3+/t6-/m1/s1;C8H11N3O2;181;1.17;3.04;-8.73;2.22;-190
OC1=CC=C(C=C1F)C1=NNC=C1Br;4/000000067;InChI=1S/C9H6BrFN2O/c10-6-4-12-13-9(6)5-1-2-8(14)7(11)3-5/h1-4,14H,(H,12,13);C9H6N2OFBr;257;3.12;3.07;-1.66;15.60;-120
OC(=O)/C=C/C1=CNC(=C1)CCCCN;4/000000121;InChI=1S/C11H16N2O2/c12-6-2-1-3-10-7-9(8-13-10)4-5-11(14)15/h4-5,7-8,13H,1-3,6,12H2,(H,14,15)/b5-4+;C11H16N2O2;208;0.63;3.06;-6.78;3.58;0
O[C@H](C1=CC=NO1)C1=NNC(=N1)C=C;4/000000117;InChI=1S/C8H8N4O2/c1-2-6-10-8(12-11-6)7(13)5-3-4-9-14-5/h2-4,7,13H,1H2,(H,10,11,12)/t7-/m1/s1;C8H8N4O2;192;0.28;3.10;0.44;2.22;-150
OC(=O)/C=C/C1=CNC(=C1)CCCCN;4/000000120;InChI=1S/C11H16N2O2/c12-6-2-1-3-10-7-9(8-13-10)4-5-11(14)15/h4-5,7-8,13H,1-3,6,12H2,(H,14,15)/b5-4+;C11H16N2O2;208;0.63;3.06;-7.77;3.58;0
O=C([C@H]1NC(=[NH2])[N]CC1)NC1=CC=CC=C1;4/000000103;InChI=1S/C11H14N4O/c12-11-13-7-6-9(15-11)10(16)14-8-4-2-1-3-5-8/h1-5,9,15H,6-7,12H2,(H,14,16)/t9-/m0/s1;C11H14N4O;218;0.08;3.45;-3.04;2.22;-150
O[C@H](C1=CNC2=C1C=CC=N2)C1=NNC=N1;4/000000075;InChI=1S/C10H9N5O/c16-8(10-13-5-14-15-10)7-4-12-9-6(7)2-1-3-11-9/h1-5,8,16H,(H,11,12)(H,13,14,15)/t8-/m1/s1;C10H9N5O;215;0.57;3.31;-6.51;2.22;-190
OC(=O)/C=C/[C@@H]1C=NN=C(N1)CC;4/000000145;InChI=1S/C8H11N3O2/c1-2-7-10-6(5-9-11-7)3-4-8(12)13/h3-6H,2H2,1H3,(H,10,11)(H,12,13)/b4-3+/t6-/m1/s1;C8H11N3O2;181;1.17;3.05;-8.94;2.22;-170
OC1=CC(/C=C/CNCCN)=C2C(=C1)NN=C2;4/000000012;InChI=1S/C12H16N4O/c13-3-5-14-4-1-2-9-6-10(17)7-12-11(9)8-15-16-12/h1-2,6-8,14,17H,3-5,13H2,(H,15,16)/b2-1+;C12H16N4O;232;1.08;3.11;-4.60;3.58;-40
C(=C)CC1=CC=C2C(=C1C(=O)[O-])NN=C2;4/000000088;InChI=1S/C11H10N2O2/c1-2-3-7-4-5-8-6-12-13-10(8)9(7)11(14)15/h2,4-6H,1,3H2,(H,12,13)(H,14,15)/p-1;C11H9N2O2;201;1.98;3.09;-3.30;3.58;-40
N1N=CC2C1=CC(=CC=2OC)C/C=C/CN;4/000000091;InChI=1S/C12H15N3O/c1-16-12-7-9(4-2-3-5-13)6-11-10(12)8-14-15-11/h2-3,6-8H,4-5,13H2,1H3,(H,14,15)/b3-2+;C12H15N3O;217;1.93;3.39;-4.01;3.58;-60
[NH2]=C1[N]CC[C@H](N1)CCC/C=C\C1=NON=C1;4/000000073;InChI=1S/C11H17N5O/c12-11-13-7-6-9(15-11)4-2-1-3-5-10-8-14-17-16-10/h3,5,8-9,15H,1-2,4,6-7,12H2/b5-3-/t9-/m1/s1;C11H17N5O;235;1.47;3.09;-4.06;3.58;-190
OC1=NOC=C1CC[C@H]1NC(=[NH2])[N]CC1;4/000000115;InChI=1S/C9H14N4O2/c10-9-11-4-3-7(12-9)2-1-6-5-15-13-8(6)14/h5,7,12H,1-4,10H2,(H,13,14)/t7-/m1/s1;C9H14N4O2;210;0.06;3.21;-2.11;2.22;-150
OC1N=CC=CC=1NC(=O)NCC1=CCCC1;4/000000137;InChI=1S/C12H15N3O2/c16-11-10(6-3-7-13-11)15-12(17)14-8-9-4-1-2-5-9/h3-4,6-7H,1-2,5,8H2,(H,13,16)(H2,14,15,17);C12H15N3O2;233;0.57;3.28;-3.66;3.58;0
N1N=CC2C1=CC(=CC=2OC)C/C=C/CN;4/000000048;InChI=1S/C12H15N3O/c1-16-12-7-9(4-2-3-5-13)6-11-10(12)8-14-15-11/h2-3,6-8H,4-5,13H2,1H3,(H,14,15)/b3-2+;C12H15N3O;217;1.93;3.39;-4.01;3.58;-60
OC[C@@H]1C(=CC1)CC1C=CC=C2C=1NN=C2;4/000000059;InChI=1S/C13H14N2O/c16-8-12-5-4-9(12)6-10-2-1-3-11-7-14-15-13(10)11/h1-4,7,12,16H,5-6,8H2,(H,14,15)/t12-/m1/s1;C13H14N2O;214;1.58;3.04;-1.18;2.22;-190
OC/C=C(\CC1=CC=C2C(=C1C)NN=C2)/C;4/000000054;InChI=1S/C13H16N2O/c1-9(5-6-16)7-11-3-4-12-8-14-15-13(12)10(11)2/h3-5,8,16H,6-7H2,1-2H3,(H,14,15)/b9-5-;C13H16N2O;216;2.16;3.11;-2.25;2.22;-120
C1=CC(=C2C(=C1)C=NN2)[C@@H](C1=C(N=CN1)CCCl)F;4/000000005;InChI=1S/C13H12ClFN4/c14-5-4-10-13(17-7-16-10)11(15)9-3-1-2-8-6-18-19-12(8)9/h1-3,6-7,11H,4-5H2,(H,16,17)(H,18,19)/t11-/m0/s1;C13H12N4FCl;278;3.06;3.52;-2.43;20.70;-190
NC1C=NC2=C(C=1)CC=CN2CC1C=CC=C2C=1NN=C2;4/000000011;InChI=1S/C16H15N5/c17-14-7-11-5-2-6-21(16(11)18-9-14)10-13-4-1-3-12-8-19-20-15(12)13/h1-4,6-9H,5,10,17H2,(H,19,20);C16H15N5;277;3.12;3.80;-1.63;17.80;-83
OC1=CC(/C=C/CNCCN)=C2C(=C1)NN=C2;4/000000052;InChI=1S/C12H16N4O/c13-3-5-14-4-1-2-9-6-10(17)7-12-11(9)8-15-16-12/h1-2,6-8,14,17H,3-5,13H2,(H,15,16)/b2-1+;C12H16N4O;232;1.08;3.11;-4.60;3.58;-40
OC(/C=C/CC1=CC=C2C(=C1)NN=C2)(F)F;4/000000041;InChI=1S/C11H10F2N2O/c12-11(13,16)5-1-2-8-3-4-9-7-14-15-10(9)6-8/h1,3-7,16H,2H2,(H,14,15)/b5-1+;C11H10N2OF2;224;2.41;3.33;-3.34;2.22;-190
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000019;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.40;-2.29;3.58;-60
OC1=NOC=C1CC[C@H]1NC(=[NH2])[N]CC1;4/000000116;InChI=1S/C9H14N4O2/c10-9-11-4-3-7(12-9)2-1-6-5-15-13-8(6)14/h5,7,12H,1-4,10H2,(H,13,14)/t7-/m1/s1;C9H14N4O2;210;0.06;3.15;-2.03;2.22;-150
[O-]C(=O)C1=C2NN=CC2=CC=C1CCC;4/000000093;InChI=1S/C11H12N2O2/c1-2-3-7-4-5-8-6-12-13-10(8)9(7)11(14)15/h4-6H,2-3H2,1H3,(H,12,13)(H,14,15)/p-1;C11H11N2O2;203;2.16;3.07;-2.29;3.58;-60
OC(=O)C1=CN=C(C=C1F)C1=NNC=C1Br;4/000000069;InChI=1S/C9H5BrFN3O2/c10-5-3-13-14-8(5)7-1-6(11)4(2-12-7)9(15)16/h1-3H,(H,13,14)(H,15,16);C9H5N3O2FBr;286;1.98;3.06;-5.03;19.00;-120
OC(=O)/C(=C/CCC[NH3+])/C1=CC=C(C(=C1)O)Cl;4/000000106;InChI=1S/C12H14ClNO3/c13-10-5-4-8(7-11(10)15)9(12(16)17)3-1-2-6-14/h3-5,7,15H,1-2,6,14H2,(H,16,17)/p+1/b9-3+;C12H15NO3Cl;256;2.01;3.46;-3.23;2.22;0
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000042;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.40;-2.29;3.58;-60
OC(/C=C/CC1=CC=C2C(=C1)NN=C2)(F)F;4/000000047;InChI=1S/C11H10F2N2O/c12-11(13,16)5-1-2-8-3-4-9-7-14-15-10(9)6-8/h1,3-7,16H,2H2,(H,14,15)/b5-1+;C11H10N2OF2;224;2.41;3.13;-3.55;2.22;-190
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000096;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.02;-1.69;3.58;-60
OC(=O)C1=CN=C(C=C1F)C1=CC(=O)NN1;4/000000039;InChI=1S/C9H6FN3O3/c10-5-1-6(7-2-8(14)13-12-7)11-3-4(5)9(15)16/h1-3H,(H,15,16)(H2,12,13,14);C9H6N3O3F;223;0.56;3.06;-3.87;17.90;-120
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000016;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.47;-2.23;3.58;-60
OC(=O)C/C=C/C1C=CC=C(C=1Cl)O;4/000000036;InChI=1S/C10H9ClO3/c11-10-7(3-1-5-8(10)12)4-2-6-9(13)14/h1-5,12H,6H2,(H,13,14)/b4-2+;C10H9O3Cl;212;2.27;3.01;-2.70;2.22;0
OC[C@@H]1C(=CC1)CC1C=CC=C2C=1NN=C2;4/000000085;InChI=1S/C13H14N2O/c16-8-12-5-4-9(12)6-10-2-1-3-11-7-14-15-13(10)11/h1-4,7,12,16H,5-6,8H2,(H,14,15)/t12-/m1/s1;C13H14N2O;214;1.58;3.10;-1.67;2.22;-190
OCC1C=CC(=C2C=1C=NN2)CNC(=O)N;4/000000055;InChI=1S/C10H12N4O2/c11-10(16)12-3-6-1-2-7(5-15)8-4-13-14-9(6)8/h1-2,4,15H,3,5H2,(H,13,14)(H3,11,12,16);C10H12N4O2;220;-0.14;3.07;-2.67;15.80;-40
O[C@H](C1=CC=NO1)C1=NNC(=N1)C=C;4/000000118;InChI=1S/C8H8N4O2/c1-2-6-10-8(12-11-6)7(13)5-3-4-9-14-5/h2-4,7,13H,1H2,(H,10,11,12)/t7-/m1/s1;C8H8N4O2;192;0.28;3.00;0.40;2.22;-150
[O-]C(=O)C1=C2NN=CC2=CC=C1CCC;4/000000014;InChI=1S/C11H12N2O2/c1-2-3-7-4-5-8-6-12-13-10(8)9(7)11(14)15/h4-6H,2-3H2,1H3,(H,12,13)(H,14,15)/p-1;C11H11N2O2;203;2.16;3.07;-2.29;3.58;-60
OC(=O)C1=NC=C(N=C1)[C@H](C1=C(O)N=CC=C1)F;4/000000144;InChI=1S/C11H8FN3O3/c12-9(6-2-1-3-13-10(6)16)7-4-15-8(5-14-7)11(17)18/h1-5,9H,(H,13,16)(H,17,18)/t9-/m0/s1;C11H8N3O3F;249;0.20;3.25;-2.65;15.50;-150
OC[C@@H]1C(=CC1)CC1C=CC=C2C=1NN=C2;4/000000062;InChI=1S/C13H14N2O/c16-8-12-5-4-9(12)6-10-2-1-3-11-7-14-15-13(10)11/h1-4,7,12,16H,5-6,8H2,(H,14,15)/t12-/m1/s1;C13H14N2O;214;1.58;3.12;-1.86;2.22;-190
OC1N=CC=CC=1C(=O)C1=NC=C2C(=N1)NC=C2;4/000000126;InChI=1S/C12H8N4O2/c17-9(8-2-1-4-14-12(8)18)11-15-6-7-3-5-13-10(7)16-11/h1-6H,(H,14,18)(H,13,15,16);C12H8N4O2;240;1.32;3.55;-3.38;2.22;-40
OC1=CC(/C=C/[C@H](CCl)NCCN)=C2C(=C1)NN=C2;4/000000029;InChI=1S/C13H17ClN4O/c14-7-10(16-4-3-15)2-1-9-5-11(19)6-13-12(9)8-17-18-13/h1-2,5-6,8,10,16,19H,3-4,7,15H2,(H,17,18)/b2-1+/t10-/m1/s1;C13H17N4OCl;280;1.95;3.79;-4.63;3.58;-190
O[C@@H](C1=CCC1)C1C=CC=C2C=1NN=C2;4/000000056;InChI=1S/C12H12N2O/c15-12(8-3-1-4-8)10-6-2-5-9-7-13-14-11(9)10/h2-3,5-7,12,15H,1,4H2,(H,13,14)/t12-/m0/s1;C12H12N2O;200;1.43;3.03;-1.84;3.58;-190
O=C1ON=C(N1)/C=C\[C@H]1[N]C(=[NH2])N(CC1)C;4/000000111;InChI=1S/C9H13N5O2/c1-14-5-4-6(11-8(14)10)2-3-7-12-9(15)16-13-7/h2-3,6H,4-5,10H2,1H3,(H,12,13,15)/b3-2-/t6-/m1/s1;C9H13N5O2;223;-0.04;3.18;-2.41;2.22;-170
OC1N=CC(=CC=1)NC(=C)C1C=CC=CC=1;4/000000131;InChI=1S/C13H12N2O/c1-10(11-5-3-2-4-6-11)15-12-7-8-13(16)14-9-12/h2-9,15H,1H2,(H,14,16);C13H12N2O;212;3.14;3.58;-7.97;2.22;0
C1=C(NC=N1)[C@H](C1C=CC=C2C=1NN=C2)F;4/000000002;InChI=1S/C11H9FN4/c12-10(9-5-13-6-14-9)8-3-1-2-7-4-15-16-11(7)8/h1-6,10H,(H,13,14)(H,15,16)/t10-/m0/s1;C11H9N4F;216;1.91;3.10;-3.75;17.80;-190
O[C@H](C1=CNC2=C1C=CC=N2)C1=NNC=N1;4/000000076;InChI=1S/C10H9N5O/c16-8(10-13-5-14-15-10)7-4-12-9-6(7)2-1-3-11-9/h1-5,8,16H,(H,11,12)(H,13,14,15)/t8-/m1/s1;C10H9N5O;215;0.57;3.18;-7.11;2.22;-190
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000018;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.47;-2.23;3.58;-60
O=C([C@H]1NC(=[NH2])[N]CC1)NC1=CC=CC=C1;4/000000065;InChI=1S/C11H14N4O/c12-11-13-7-6-9(15-11)10(16)14-8-4-2-1-3-5-8/h1-5,9,15H,6-7,12H2,(H,14,16)/t9-/m0/s1;C11H14N4O;218;0.08;3.45;-3.04;2.22;-150
OC(=O)C1=CN=C(C=C1F)C1=NNC=C1Br;4/000000068;InChI=1S/C9H5BrFN3O2/c10-5-3-13-14-8(5)7-1-6(11)4(2-12-7)9(15)16/h1-3H,(H,13,14)(H,15,16);C9H5N3O2FBr;286;1.98;3.30;-3.97;19.00;-120
OC1N=CC(=CC=1)NC(=C)C1C=CC=CC=1;4/000000129;InChI=1S/C13H12N2O/c1-10(11-5-3-2-4-6-11)15-12-7-8-13(16)14-9-12/h2-9,15H,1H2,(H,14,16);C13H12N2O;212;3.14;3.28;-7.69;2.22;0
O=C1ON=C(N1)/C=C\[C@H]1[N]C(=[NH2])N(CC1)C;4/000000112;InChI=1S/C9H13N5O2/c1-14-5-4-6(11-8(14)10)2-3-7-12-9(15)16-13-7/h2-3,6H,4-5,10H2,1H3,(H,12,13,15)/b3-2-/t6-/m1/s1;C9H13N5O2;223;-0.04;3.34;-2.51;2.22;-170
OC[C@@H]1C(=CC1)CC1C=CC=C2C=1NN=C2;4/000000094;InChI=1S/C13H14N2O/c16-8-12-5-4-9(12)6-10-2-1-3-11-7-14-15-13(10)11/h1-4,7,12,16H,5-6,8H2,(H,14,15)/t12-/m1/s1;C13H14N2O;214;1.58;3.01;-1.14;2.22;-190
O=C([C@H]1NC(=[NH2])[N]CC1)NC1=CC=CC=C1;4/000000037;InChI=1S/C11H14N4O/c12-11-13-7-6-9(15-11)10(16)14-8-4-2-1-3-5-8/h1-5,9,15H,6-7,12H2,(H,14,16)/t9-/m0/s1;C11H14N4O;218;0.08;3.45;-3.04;2.22;-150
OC(/C=C/CC1=CC=C2C(=C1)NN=C2)(F)F;4/000000043;InChI=1S/C11H10F2N2O/c12-11(13,16)5-1-2-8-3-4-9-7-14-15-10(9)6-8/h1,3-7,16H,2H2,(H,14,15)/b5-1+;C11H10N2OF2;224;2.41;3.29;-3.86;2.22;-190
OC1=CC(/C=C/CNCCN)=C2C(=C1)NN=C2;4/000000013;InChI=1S/C12H16N4O/c13-3-5-14-4-1-2-9-6-10(17)7-12-11(9)8-15-16-12/h1-2,6-8,14,17H,3-5,13H2,(H,15,16)/b2-1+;C12H16N4O;232;1.08;3.11;-4.60;3.58;-40
OC[C@@H]1C(=CC1)CC1C=CC=C2C=1NN=C2;4/000000058;InChI=1S/C13H14N2O/c16-8-12-5-4-9(12)6-10-2-1-3-11-7-14-15-13(10)11/h1-4,7,12,16H,5-6,8H2,(H,14,15)/t12-/m1/s1;C13H14N2O;214;1.58;3.01;-1.14;2.22;-190
OC(/C=C/CC1=CC=C2C(=C1)NN=C2)(F)F;4/000000098;InChI=1S/C11H10F2N2O/c12-11(13,16)5-1-2-8-3-4-9-7-14-15-10(9)6-8/h1,3-7,16H,2H2,(H,14,15)/b5-1+;C11H10N2OF2;224;2.41;3.02;-3.64;2.22;-190
OC(=O)/C=C/[C@@H](CC)C(=O)NC1=CNN=C1;4/000000134;InChI=1S/C10H13N3O3/c1-2-7(3-4-9(14)15)10(16)13-8-5-11-12-6-8/h3-7H,2H2,1H3,(H,11,12)(H,13,16)(H,14,15)/b4-3+/t7-/m1/s1;C10H13N3O3;223;0.75;3.09;-6.96;3.58;-170
OC1=C(C=NN1)/C=C/CC1C=C2NN=CC2=C(C=1)CCl;4/000000026;InChI=1S/C14H13ClN4O/c15-6-11-4-9(5-13-12(11)8-17-18-13)2-1-3-10-7-16-19-14(10)20/h1,3-5,7-8H,2,6H2,(H,17,18)(H2,16,19,20)/b3-1+;C14H13N4OCl;288;3.74;3.77;-3.06;3.70;-60
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000015;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.40;-2.29;3.58;-60
O[C@H](C1=CNC2=C1C=CC=N2)C1=NNC=N1;4/000000077;InChI=1S/C10H9N5O/c16-8(10-13-5-14-15-10)7-4-12-9-6(7)2-1-3-11-9/h1-5,8,16H,(H,11,12)(H,13,14,15)/t8-/m1/s1;C10H9N5O;215;0.57;3.25;-6.46;2.22;-190
NC1=CC=C(C(=C1)Cl)OC/C=C\[C@H]1[N]C(=[NH2])N(CC1)C;4/000000108;InChI=1S/C14H19ClN4O/c1-19-7-6-11(18-14(19)17)3-2-8-20-13-5-4-10(16)9-12(13)15/h2-5,9,11H,6-8,16-17H2,1H3/b3-2-/t11-/m1/s1;C14H19N4OCl;294;1.80;3.76;-7.70;5.09;-170
C1=NNC2C1=C(OC(=O)C)C=CC=2CC[NH3+];4/000000017;InChI=1S/C11H13N3O2/c1-7(15)16-10-3-2-8(4-5-12)11-9(10)6-13-14-11/h2-3,6H,4-5,12H2,1H3,(H,13,14)/p+1;C11H14N3O2;220;1.21;3.02;-1.69;3.58;-60
