ID_deNovo,SMILES,SMILES_curated,Database,Formula,pKd,Scores_Rep1,Scores_Rep2,Scores_Rep3,LE_Rep1,LE_Rep2,LE_Rep3,Z_Rep1,Z_Rep2,Z_Rep3,Z_Score_Combined,R_Z_Score,Z_Rep1_LE,Z_Rep2_LE,Z_Rep3_LE,Z_Score_Combined_LE,R_Z_Score_LE,Z_S_norm,Z_LE_norm,pKd_norm,Z_combined_mean
HD8_HD048,OC1C(SCC2=NNC(=S)N2)=CC(=CC=1)C1=C(Cl)C=NN1,Oc1ccc(-c2[nH]ncc2Cl)cc1SCc1n[nH]c(=S)[nH]1,smHD8_HighDiv,C12H10N5OS2Cl,3.78,-7.69,-7.22,-7.82,-0.3661904761904762,-0.3438095238095238,-0.3723809523809523,-3.43773649034054,-2.792939444881541,-3.6902272514759407,-3.3069677288993407,1.0,-1.210900921321718,-0.7526136697545251,-1.3525025181175192,-1.1053390363979207,88.0,0.0,0.3430061907629612,0.3263598326359832,0.3388821193756593
HD8_DL001,OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CC=CC3=C1C(=O)NC3=O)/C2,O=C(C/C=C1\Cc2cccc(C(=O)O)c2N1)NCc1cccc2c1C(=O)NC2=O,smHD8_Druglike,C21H17N3O5,5.39,-6.5,-6.85,-6.63,-0.2241379310344827,-0.2362068965517241,-0.2286206896551724,-1.8151373184160533,-2.2902946503954036,-2.032945462915829,-2.046125810575762,8.0,1.8132600592072166,1.5674884382766106,1.7368782833067902,1.7058755935968726,599.0,0.1866670706184875,0.8436191363636544,1.0,0.34342873566071397
HD8_DL038,OC1=CC=C(C=C1)C(=O)O[C@H](C1=NN=CN1)C1=NNC=C1,O=C(O[C@@H](c1cc[nH]n1)c1nnc[nH]1)c1ccc(O)cc1,smHD8_Druglike,C13H11N5O3,4.04,-7.06,-7.33,-7.29,-0.3361904761904761,-0.349047619047619,-0.3471428571428571,-2.5787133993216935,-2.9423743837828256,-2.9521101523693365,-2.8243993118246187,2.0,-0.5722300033438683,-0.8655562262114042,-0.8101406344180146,-0.7493089546577624,134.0,0.07144403392624285,0.40640699482847165,0.43514644351464443,0.3475681950800234
HD8_HD107,OC1C=C(Br)C=C(C=1)NC1=NC=CC(=N1)N,Nc1ccnc(Nc2cc(O)cc(Br)c2)n1,smHD8_HighDiv,C10H9N4OBr,3.57,-7.0,-6.11,-6.9,-0.4375,-0.381875,-0.43125,-2.4969016763675183,-1.2850050614231296,-2.4089673813286283,-2.063624706373092,7.0,-2.729011555721444,-1.5733723612792365,-2.6175871949543383,-2.3066570373183395,10.0,0.18407636708137096,0.12907896634288163,0.23849372384937234,0.35822053652496005
HD8_HD120,SC1=NN=C(O1)[C@@H]([NH3+])C1=NOC(=O)N1,N[C@@H](c1noc(=O)[nH]1)c1nnc(S)o1,smHD8_HighDiv,C5H6N5O3S,3.51,-6.18,-6.05,-5.89,-0.4414285714285714,-0.4321428571428571,-0.4207142857142857,-1.3788081293271155,-1.2034950947497012,-1.0023668717103815,-1.194890031929066,80.0,-2.812647033075685,-2.657235871822813,-2.391176691617516,-2.620353198838671,7.0,0.3126921391829092,0.07321686397376623,0.21338912133891208,0.39083996060592113
